epoch,param,frob_norm,numel
4,layers.1.models.0.self_attn.proj_q.weight,0.6625411510467529,4096
4,layers.1.models.0.self_attn.proj_k.weight,0.6526347994804382,4096
4,layers.1.models.0.self_attn.proj_e.weight,0.6533620953559875,4096
4,layers.1.models.0.self_attn.proj_vg.weight,0.6996617317199707,4096
4,layers.1.models.0.norm1_attn.weight,8.000003814697266,64
4,layers.1.models.0.norm1_attn.bias,0.012664491310715675,64
4,layers.1.ff_linear1.weight,6.510183334350586,8192
4,layers.1.ff_linear1.bias,0.7974198460578918,128
4,layers.1.ff_linear2.weight,4.681291103363037,8192
4,layers.1.ff_linear2.bias,0.4195840656757355,64
4,layers.1.norm2.weight,8.001131057739258,64
4,layers.1.norm2.bias,0.01310975756496191,64
4,layers.2.models.0.self_attn.Q.weight,4.652016639709473,4096
4,layers.2.models.0.self_attn.K.weight,4.633392810821533,4096
4,layers.2.models.0.self_attn.E.weight,4.652866840362549,4096
4,layers.2.models.0.self_attn.V.weight,4.6375346183776855,4096
4,layers.2.models.0.self_attn.V_gate.weight,4.589196681976318,4096
4,layers.2.models.0.self_attn.shared_rel_emb_table.weight,0.36634305119514465,1152
